pairid	anim_ani	inv_events	syn2b_junctions	dnadiff_inverted_fraction	syn2b_inv	max_contigs	phylum	species_pair	dataset
GCF_001685165.1__GCF_900618115.1	98.22	6.0	2.0	0.4161718287260922	0.4139	51	Actinobacteriota	Actinobaculum suis vs Actinobaculum suis	high_ani
GCA_003241185.1__GCF_005885755.1	98.21	6.0	17.0	0.4223544239854993	0.41764	99	Proteobacteria	Pseudoxanthomonas_A spadix_A vs Pseudoxanthomonas_A spadix_A	high_ani
GCF_002310455.2__GCF_003856435.1	98.21	6.0	6.0	0.0001072078405167	0.00024	1	Proteobacteria	Caulobacter vibrioides vs Caulobacter vibrioides	high_ani
GCF_000022005.1__GCF_003856435.1	98.21	6.0	6.0	0.0001072241321781	0.00024	1	Proteobacteria	Caulobacter vibrioides vs Caulobacter vibrioides	high_ani
GCF_000466825.2__GCF_000477955.1	98.2	6.0	8.0	0.665698654470798	0.66065	48	Actinobacteriota	Corynebacterium pseudodiphtheriticum vs Corynebacterium pseudodiphtheriticum	high_ani
GCA_018382175.1__GCA_905204885.1	98.18	6.0	2.0	0.4230212729404494	0.42949	138	Firmicutes_A	Faecalibacterium sp900758465 vs Faecalibacterium sp900758465	high_ani
GCF_001499915.1__GCF_001499925.1	98.17	6.0	8.0	0.4995931578975388	0.49322	69	Actinobacteriota	Mycobacterium lehmannii vs Mycobacterium lehmannii	high_ani
GCF_011090225.1__GCF_012689305.1	98.16	6.0	13.0	0.4977342102874589	0.50792	219	Proteobacteria	Vibrio aestuarianus vs Vibrio aestuarianus	high_ani
GCA_014869165.1__GCA_905204885.1	98.13	6.0	8.0	0.2934769934735269	0.30368	138	Firmicutes_A	Faecalibacterium sp900758465 vs Faecalibacterium sp900758465	high_ani
GCA_017540525.1__GCA_902800875.1	98.1	6.0	2.0	0.4980786533852487	0.50751	55	Bacteroidota	Cryptobacteroides sp900167895 vs Cryptobacteroides sp900167895	high_ani
GCF_014195735.1__GCF_905367735.1	98.05	6.0	9.0	0.4984783789971971	0.50303	12	Proteobacteria	Xanthomonas euroxanthea vs Xanthomonas euroxanthea	high_ani
GCA_002396275.1__GCA_003477385.1	97.97	6.0	1.0	0.4226366491445697	0.43129	320	Firmicutes_A	RUG191 sp002373675 vs RUG191 sp002373675	high_ani
GCA_902780875.1__GCA_902799165.1	97.93	6.0	14.0	0.491067931704873	0.50247	84	Bacteroidota	Prevotella sp002350805 vs Prevotella sp002350805	high_ani
GCF_004684865.1__GCF_004745855.1	97.9	6.0	6.0	0.4738332280686423	0.47871	63	Firmicutes	Staphylococcus petrasii vs Staphylococcus petrasii	high_ani
GCF_000403375.2__GCF_900177265.1	97.84	6.0	3.0	0.4840856563831436	0.49058	101	Firmicutes	Paenibacillus_A barengoltzii vs Paenibacillus_A barengoltzii	high_ani
GCA_002439445.1__GCF_006351725.1	97.78	6.0	11.0	0.4348698205876196	0.42221	104	Firmicutes	Lysinibacillus sp002340205 vs Lysinibacillus sp002340205	high_ani
GCA_000433075.1__GCA_905210015.1	97.76	6.0	4.0	0.5256652882052055	0.53968	131	Firmicutes_A	Coprococcus sp000433075 vs Coprococcus sp000433075	high_ani
GCA_008668375.1__GCA_014866525.1	97.72	6.0	22.0	0.5796369007524576	0.57206	178	Firmicutes_A	UBA11524 sp000437595 vs UBA11524 sp000437595	high_ani
GCA_017850955.1__GCA_905205525.1	97.63	6.0	0.0	0.5276479137544096	0.55019	463	Firmicutes_A	UBA3402 sp003478355 vs UBA3402 sp003478355	high_ani
GCA_016280495.1__GCA_017450625.1	97.6	6.0	5.0	0.3873352457871328	0.39654	485	Bacteroidota	Prevotella sp905236755 vs Prevotella sp905236755	high_ani
GCA_003585625.1__GCF_000263655.1	97.55	6.0	5.0	0.615588017131707	0.60928	466	Actinobacteriota	Bifidobacterium vaginale_E vs Bifidobacterium vaginale_E	high_ani
GCA_902556005.1__GCA_902592035.1	97.51	6.0	0.0	0.4672831726229218	0.49886	90	Proteobacteria	UBA3439 sp003212345 vs UBA3439 sp003212345	high_ani
GCF_001656355.1__GCF_900453075.1	97.47	6.0	2.0	0.6274706010155144	0.63387	29	Proteobacteria	Moraxella catarrhalis_C vs Moraxella catarrhalis_C	high_ani
GCA_002380835.1__GCF_001534765.1	97.46	6.0	0.0	0.5111726131541964	0.51613	696	Firmicutes	Kurthia gibsonii vs Kurthia gibsonii	high_ani
GCF_008370335.1__GCF_013277735.1	97.43	6.0	14.0	0.5178381568454301	0.49008	268	Proteobacteria	Photorhabdus heterorhabditis vs Photorhabdus heterorhabditis	high_ani
GCA_009808535.1__GCF_009913895.1	97.4	6.0	3.0	0.4352992343640084	0.38243	58	Firmicutes	Pediococcus acidilactici vs Pediococcus acidilactici	high_ani
GCA_902385565.1__GCA_905213495.1	97.4	6.0	9.0	0.4812918243261966	0.52027	70	Firmicutes_A	Ruminococcus_E sp003438075 vs Ruminococcus_E sp003438075	high_ani
GCA_900541165.1__GCA_905195025.1	97.27	6.0	9.0	0.4930036946448378	0.48799	49	Bacteroidota	Cryptobacteroides sp000434935 vs Cryptobacteroides sp000434935	high_ani
GCA_008667845.1__GCA_008667945.1	97.13	6.0	12.0	0.4796865864604692	0.4766	333	Firmicutes_A	UBA11524 sp000437595 vs UBA11524 sp000437595	high_ani
GCA_017563205.1__GCA_017964845.1	97.1	6.0	7.0	0.4497146024336761	0.45207	390	Bacteroidota	UBA1715 sp002371705 vs UBA1715 sp002371705	high_ani
GCA_016284375.1__GCF_000424405.1	97.09	6.0	18.0	0.4578105030788892	0.45395	260	Firmicutes_A	Butyrivibrio fibrisolvens_C vs Butyrivibrio fibrisolvens_C	high_ani
GCF_001044155.1__GCF_900447205.1	99.96	5.0	22.0	0.4505556626895753	0.44365	19	Actinobacteriota	Corynebacterium pilosum vs Corynebacterium pilosum	high_ani
GCF_000022805.1__GCF_010974845.1	99.94	5.0	2.0	0.5979974947011629	0.5946	248	Proteobacteria	Yersinia pestis vs Yersinia pestis	high_ani
GCA_018675555.1__GCA_018703045.1	99.91	5.0	1.0	0.4614765828142032	0.46789	758	Proteobacteria	SP197 sp018700655 vs SP197 sp018700655	high_ani
GCF_000022645.2__GCF_902832765.1	99.91	5.0	24.0	0.6559411857551573	0.66578	142	Proteobacteria	Burkholderia glumae vs Burkholderia glumae	high_ani
GCA_015490915.1__GCA_015492595.1	99.7	5.0	2.0	0.5062375697475278	0.49913	350	Proteobacteria	WFVA01 sp015491895 vs WFVA01 sp015491895	high_ani
GCF_001047325.1__GCF_001270485.1	99.68	5.0	13.0	0.2721895976769901	0.27518	329	Actinobacteriota	Streptomyces viridochromogenes_A vs Streptomyces viridochromogenes_A	high_ani
GCA_903903105.1__GCA_903994335.1	99.67	5.0	0.0	0.6362400161830055	0.65989	267	Bacteroidota	Chlorobium sp903994635 vs Chlorobium sp903994635	high_ani
GCF_001435115.1__GCF_001702175.1	99.63	5.0	12.0	0.6088213410717824	0.60953	273	Firmicutes	Secundilactobacillus paracollinoides vs Secundilactobacillus paracollinoides	high_ani
GCA_900066415.1__GCF_900115855.1	99.6	5.0	2.0	0.4429380208254019	0.4405	47	Firmicutes_A	Enterocloster citroniae vs Enterocloster citroniae	high_ani
GCF_017368655.1__GCF_900458695.1	99.58	5.0	1.0	0.7701723212160464	0.77742	29	Firmicutes	Staphylococcus nepalensis vs Staphylococcus nepalensis	high_ani
GCA_900066415.1__GCF_015548445.1	99.57	5.0	4.0	0.4359861598146191	0.43971	66	Firmicutes_A	Enterocloster citroniae vs Enterocloster citroniae	high_ani
GCA_905210685.1__GCF_003358645.1	99.56	5.0	7.0	0.5682132294560297	0.55813	211	Proteobacteria	Escherichia marmotae vs Escherichia marmotae	high_ani
GCA_001508815.1__GCF_000734035.1	99.5	5.0	5.0	0.3648039047171533	0.36203	153	Halobacteriota	Archaeoglobus fulgidus vs Archaeoglobus fulgidus	high_ani
GCA_012965105.1__GCA_012965585.1	99.47	5.0	1.0	0.5173181715164116	0.51886	370	Thermoplasmatota	UBA60 sp002503395 vs UBA60 sp002503395	high_ani
GCF_001655905.1__GCF_002983685.1	99.45	5.0	0.0	0.493740010655301	0.48702	197	Fusobacteriota	Streptobacillus moniliformis vs Streptobacillus moniliformis	high_ani
GCA_003225115.1__GCA_003225155.1	99.31	5.0	2.0	0.4851600508256572	0.50156	624	Acidobacteriota	Gp1-AA112 sp003225175 vs Gp1-AA112 sp003225175	high_ani
GCF_000091985.1__GCF_900451085.1	99.31	5.0	7.0	0.0145309557248658	0.00203	8	Campylobacterota	Helicobacter_H mustelae vs Helicobacter_H mustelae	high_ani
GCA_018377655.1__GCA_905213635.1	99.28	5.0	0.0	0.474977300646264	0.49413	433	Firmicutes_A	QALW01 sp003150515 vs QALW01 sp003150515	high_ani
GCF_000835205.1__GCF_902832905.1	99.25	5.0	52.0	0.5171859501378091	0.52119	72	Proteobacteria	Burkholderia plantarii vs Burkholderia plantarii	high_ani
GCF_001142745.1__GCF_002591195.1	99.24	5.0	10.0	0.4247145701950868	0.42716	73	Proteobacteria	Yersinia frederiksenii vs Yersinia frederiksenii	high_ani
GCA_002404975.1__GCA_002437545.1	99.18	5.0	4.0	0.5401808288890088	0.53769	352	Bacteroidota	Cryptobacteroides sp002439805 vs Cryptobacteroides sp002439805	high_ani
GCF_000472825.1__GCF_000472845.1	99.18	5.0	27.0	0.3874028457161119	0.38122	270	Proteobacteria	Paraburkholderia mimosarum vs Paraburkholderia mimosarum	high_ani
GCA_910575905.1__GCA_910584755.1	99.18	5.0	7.0	0.6201651210133454	0.63829	195	Firmicutes_A	UBA7109 sp910576335 vs UBA7109 sp910576335	high_ani
GCF_018618605.1__GCF_018618655.1	99.13	5.0	6.0	0.5305855696087503	0.53074	34	Firmicutes	Exiguobacterium_A oxidotolerans vs Exiguobacterium_A oxidotolerans	high_ani
GCF_001280885.1__GCF_004794975.1	99.11	5.0	24.0	0.4714036751615259	0.4711	243	Actinobacteriota	Streptomyces katrae_B vs Streptomyces katrae_B	high_ani
GCF_001466915.1__GCF_013392005.1	99.06	5.0	5.0	0.5569353245498376	0.56036	520	Proteobacteria	Pseudomonas_E azotoformans vs Pseudomonas_E azotoformans	high_ani
GCA_017482695.1__GCA_905213855.1	99.05	5.0	7.0	0.5567503788335767	0.56964	34	Bacteroidota	Merdimorpha sp003150615 vs Merdimorpha sp003150615	high_ani
GCF_000798615.1__GCF_016313165.1	99.03	5.0	2.0	0.6012761207598827	0.60397	40	Firmicutes	Bacillus siamensis vs Bacillus siamensis	high_ani
GCF_002037625.1__GCF_009648775.1	99.03	5.0	15.0	0.6796127090738601	0.67765	36	Proteobacteria	Salmonella bongori vs Salmonella bongori	high_ani
GCF_002112925.1__GCF_900102735.1	98.98	5.0	2.0	0.342436673396277	0.34443	24	Proteobacteria	Pseudomonas_E sp001655595 vs Pseudomonas_E sp001655595	high_ani
GCF_900099475.1__GCF_902386265.1	98.97	5.0	8.0	0.4988453365079718	0.49739	147	Proteobacteria	Pelistega indica vs Pelistega indica	high_ani
GCF_002204815.1__GCF_004010215.1	98.94	5.0	2.0	0.5001350013500135	0.48405	376	Bacteroidota	Flavobacterium columnare_D vs Flavobacterium columnare_D	high_ani
GCF_003950455.1__GCF_003951845.1	98.94	5.0	18.0	0.4072883450840634	0.41661	124	Proteobacteria	Sphingomonas trueperi vs Sphingomonas trueperi	high_ani
GCF_001989795.2__GCF_003390655.1	98.94	5.0	10.0	0.6062785083740968	0.61784	189	Proteobacteria	Vibrio anguillarum vs Vibrio anguillarum	high_ani
GCF_004153645.1__GCF_900455725.1	98.94	5.0	9.0	0.4922275314568625	0.48865	32	Actinobacteriota	Rhodococcus gordoniae vs Rhodococcus gordoniae	high_ani
GCA_017467645.1__GCA_017470285.1	98.92	5.0	2.0	0.474236545852679	0.48105	570	Firmicutes_C	Succiniclasticum sp900315345 vs Succiniclasticum sp900315345	high_ani
GCF_002752195.1__GCF_014304635.1	98.79	5.0	2.0	0.5521838694090212	0.54179	95	Proteobacteria	Serratia ureilytica vs Serratia ureilytica	high_ani
GCF_003477535.1__GCF_900103155.1	98.78	5.0	9.0	0.4664787988249154	0.47359	87	Firmicutes_A	Eubacterium maltosivorans vs Eubacterium maltosivorans	high_ani
GCA_900759975.1__GCA_905213695.1	98.64	5.0	0.0	0.3575632536571881	0.34061	60	Firmicutes	Scybalousia sp900542735 vs Scybalousia sp900542735	high_ani
GCF_014897385.1__GCF_018333195.1	98.58	5.0	9.0	0.5192529297561329	0.50324	100	Firmicutes	Oceanobacillus oncorhynchi vs Oceanobacillus oncorhynchi	high_ani
GCA_018375095.1__GCF_000154305.1	98.58	5.0	3.0	0.7095718679500495	0.73316	45	Firmicutes_A	Anaerostipes caccae vs Anaerostipes caccae	high_ani
GCA_018368125.1__GCF_000224655.1	98.55	5.0	45.0	0.5211875280152689	0.51904	418	Desulfobacterota_I	Bilophila wadsworthia vs Bilophila wadsworthia	high_ani
GCA_902387225.1__GCA_905194855.1	98.49	5.0	7.0	0.4640372928093532	0.46763	314	Actinobacteriota	Paraeggerthella hongkongensis_A vs Paraeggerthella hongkongensis_A	high_ani
GCF_003208415.1__GCF_005281435.1	98.43	5.0	17.0	0.2890297367244004	0.27793	25	Proteobacteria	Pantoea endophytica vs Pantoea endophytica	high_ani
GCF_000337435.1__GCF_009856205.1	98.4	5.0	11.0	0.539435993721294	0.54346	79	Halobacteriota	Halorubrum distributum vs Halorubrum distributum	high_ani
GCF_019052335.1__GCF_019127335.1	98.35	5.0	17.0	0.4566954289981387	0.44244	242	Bacteroidota	Prevotella sp900551275 vs Prevotella sp900551275	high_ani
GCA_014847525.1__GCA_900086605.1	98.33	5.0	8.0	0.5064070803649644	0.49123	279	Firmicutes_A	Blautia_A faecis vs Blautia_A faecis	high_ani
GCA_002362475.1__GCA_905207575.1	98.33	5.0	1.0	0.5661297012169754	0.58456	103	Firmicutes_A	Faeciplasma sp002491605 vs Faeciplasma sp002491605	high_ani
GCA_002490805.1__GCA_905207575.1	98.33	5.0	1.0	0.4582574565185699	0.4401	87	Firmicutes_A	Faeciplasma sp002491605 vs Faeciplasma sp002491605	high_ani
GCF_003665885.1__GCF_003666065.1	98.32	5.0	24.0	0.6274833322493447	0.64288	136	Halobacteriota	Haloarcula taiwanensis vs Haloarcula taiwanensis	high_ani
GCA_018716545.1__GCA_900753255.1	98.32	5.0	8.0	0.4790868215742795	0.45748	361	Firmicutes_A	Scatomorpha pullicola vs Scatomorpha pullicola	high_ani
GCA_902760585.1__GCA_902786025.1	98.32	5.0	15.0	0.4415150459940222	0.44135	301	Firmicutes_A	Ruminococcus flavefaciens_N vs Ruminococcus flavefaciens_N	high_ani
GCA_003526955.1__GCF_015553695.1	98.3	5.0	7.0	0.489911741952334	0.47055	113	Firmicutes_A	Ruminococcus_E sp003526955 vs Ruminococcus_E sp003526955	high_ani
GCA_016705185.1__GCA_016708405.1	98.24	5.0	28.0	0.1508254518151429	0.13681	14	Bacteroidota	UBA10438 sp002426145 vs UBA10438 sp002426145	high_ani
GCA_017634995.1__GCF_900618225.1	98.15	5.0	13.0	0.4747007232786776	0.46777	205	Bacteroidota	Algoriella xinjiangensis vs Algoriella xinjiangensis	high_ani
GCA_002396305.1__GCA_902757055.1	98.14	5.0	14.0	0.5011416864115857	0.49515	71	Bacteroidota	Prevotella sp900320255 vs Prevotella sp900320255	high_ani
GCA_905373525.1__GCF_000468635.1	98.13	5.0	9.0	0.4856752984862621	0.4972	402	Bacteroidota	Prevotella baroniae vs Prevotella baroniae	high_ani
GCA_005881635.1__GCA_005881745.1	98.12	5.0	5.0	0.4968041590389263	0.50041	680	Proteobacteria	PALSA-1003 sp005888955 vs PALSA-1003 sp005888955	high_ani
GCF_003435225.1__GCF_003435535.1	98.1	5.0	26.0	0.4610029499344459	0.48939	117	Firmicutes_A	Copromonas sp900066535 vs Copromonas sp900066535	high_ani
GCA_017464185.1__GCA_017476505.1	98.07	5.0	17.0	0.526705245783603	0.52687	712	Bacteroidota	Sodaliphilus sp017477555 vs Sodaliphilus sp017477555	high_ani
GCA_019118615.1__GCA_904385455.1	98.05	5.0	5.0	0.4996950036614977	0.49732	250	Firmicutes_A	Evtepia excrementipullorum vs Evtepia excrementipullorum	high_ani
GCA_000383155.1__GCA_018696355.1	97.92	5.0	6.0	0.4246747335875825	0.44315	294	Proteobacteria	Amylibacter sp000153745 vs Amylibacter sp000153745	high_ani
GCA_000431935.1__GCA_001915685.1	97.91	5.0	42.0	0.5120209615666632	0.50551	438	Bacteroidota	Prevotella lascolaii vs Prevotella lascolaii	high_ani
GCF_002902105.1__GCF_004684865.1	97.91	5.0	4.0	0.4833886757317883	0.47921	270	Firmicutes	Staphylococcus petrasii vs Staphylococcus petrasii	high_ani
GCF_016902055.1__GCF_904390235.1	97.85	5.0	12.0	0.5440712633211049	0.55648	633	Firmicutes_A	Flavonifractor sp002159455 vs Flavonifractor sp002159455	high_ani
GCF_011090235.1__GCF_012689315.1	97.85	5.0	13.0	0.6256206441745288	0.6399	111	Proteobacteria	Vibrio aestuarianus vs Vibrio aestuarianus	high_ani
GCF_003244795.1__GCF_017581785.1	97.84	5.0	7.0	0.4407655174342685	0.45474	119	Proteobacteria	Stenotrophomonas maltophilia_AK vs Stenotrophomonas maltophilia_AK	high_ani
GCA_002362375.1__GCF_002700155.1	97.83	5.0	3.0	0.5407510891587325	0.53943	49	Bacteroidota	Maribacter dokdonensis vs Maribacter dokdonensis	high_ani
GCA_902771375.1__GCA_902775215.1	97.81	5.0	4.0	0.4440630209379193	0.43783	386	Bacteroidota	Cryptobacteroides sp900319685 vs Cryptobacteroides sp900319685	high_ani
GCF_001423605.1__GCF_002931035.1	97.76	5.0	5.0	0.5459070121206794	0.5655	34	Actinobacteriota	Agreia sp001421485 vs Agreia sp001421485	high_ani
GCA_900764985.1__GCA_905211565.1	97.68	5.0	13.0	0.561372069012065	0.55933	394	Bacteroidota	Prevotella sp900553965 vs Prevotella sp900553965	high_ani
GCA_000219475.3__GCA_002311195.1	97.67	5.0	4.0	0.3849293219428011	0.38454	42	Firmicutes	Lactobacillus johnsonii vs Lactobacillus johnsonii	high_ani
GCA_902760875.1__GCA_902800605.1	97.65	5.0	49.0	0.492590324998855	0.4982	124	Bacteroidota	UBA4334 sp902801475 vs UBA4334 sp902801475	high_ani
GCA_014465835.1__GCA_015655785.1	97.58	5.0	5.0	0.3041219100533089	0.28037	25	Firmicutes_A	Fimenecus sp004556705 vs Fimenecus sp004556705	high_ani
GCF_001280945.1__GCF_013277735.1	97.58	5.0	17.0	0.4753507539552363	0.48849	268	Proteobacteria	Photorhabdus heterorhabditis vs Photorhabdus heterorhabditis	high_ani
GCF_000403375.2__GCF_900177285.1	97.58	5.0	0.0	0.5225114276329431	0.53181	108	Firmicutes	Paenibacillus_A barengoltzii vs Paenibacillus_A barengoltzii	high_ani
GCA_017444725.1__GCA_017960495.1	97.5	5.0	1.0	0.5889790603175911	0.5847	274	Firmicutes_A	Pseudobutyrivibrio sp017557435 vs Pseudobutyrivibrio sp017557435	high_ani
GCF_002587065.1__GCF_002906925.1	97.5	5.0	6.0	0.2542896891080388	0.26146	26	Proteobacteria	Aeromonas bestiarum vs Aeromonas bestiarum	high_ani
GCF_001650975.1__GCF_900112725.1	97.49	5.0	15.0	0.3807332681630582	0.37631	170	Proteobacteria	Roseovarius indicus vs Roseovarius indicus	high_ani
GCF_014191925.1__GCF_014196235.1	97.48	5.0	29.0	0.550013694788272	0.5284	72	Proteobacteria	Rhizobium pisi vs Rhizobium pisi	high_ani
GCF_001656375.1__GCF_900453075.1	97.48	5.0	7.0	0.4518990226508085	0.46459	148	Proteobacteria	Moraxella catarrhalis_C vs Moraxella catarrhalis_C	high_ani
GCA_003709175.1__GCA_004124375.1	97.42	5.0	0.0	0.4404818860126833	0.41667	148	Marinisomatota	D37C17 sp004124405 vs D37C17 sp004124405	high_ani
GCA_015260225.1__GCA_015260255.1	97.41	5.0	1.0	0.4546130193975196	0.45305	426	Bacteroidota	Prevotella sp000257925 vs Prevotella sp000257925	high_ani
GCF_000519065.1__GCF_003315425.1	97.41	5.0	25.0	0.5309540287471327	0.52905	349	Proteobacteria	Shewanella sp002966515 vs Shewanella sp002966515	high_ani
GCF_014646715.1__GCF_018732265.1	97.36	5.0	12.0	0.4904196539809098	0.48857	109	Proteobacteria	Pseudomonas_E brenneri vs Pseudomonas_E brenneri	high_ani
GCA_014801695.1__GCA_014801805.1	97.15	5.0	0.0	0.5293999825667979	0.52785	43	Bacteroidota	CAG-485 sp014802335 vs CAG-485 sp014802335	high_ani
GCF_002743135.1__GCF_002743425.1	97.11	5.0	15.0	0.4424618397799958	0.45588	38	Firmicutes	Sporosarcina sp002743255 vs Sporosarcina sp002743255	high_ani
GCA_900755365.1__GCA_910583595.1	97.07	5.0	0.0	0.4829193844878406	0.49215	316	Bacteroidota	UBA7173 sp900555165 vs UBA7173 sp900555165	high_ani
GCA_004801705.1__GCF_004793735.1	99.99	4.0	2.0	0.7503337950389225	0.75727	31	Bacteroidota	Muribaculum gordoncarteri vs Muribaculum gordoncarteri	high_ani
GCF_003111765.1__GCF_003287775.1	99.99	4.0	3.0	0.4884838620766279	0.49117	87	Actinobacteriota	Actinomyces glycerinitolerans vs Actinomyces glycerinitolerans	high_ani
GCF_900452715.1__GCF_900640165.1	99.97	4.0	7.0	0.6418919189110581	0.64985	119	Proteobacteria	Legionella moravica vs Legionella moravica	high_ani
GCF_009931375.1__GCF_013307145.1	99.96	4.0	5.0	0.0005673319303577	0.00015	4	Proteobacteria	Burkholderia glumae vs Burkholderia glumae	high_ani
GCF_013347125.1__GCF_014805345.1	99.96	4.0	10.0	0.7160437875130217	0.73066	17	Proteobacteria	Ascidiaceihabitans pseudonitzschiae vs Ascidiaceihabitans pseudonitzschiae	high_ani
GCF_002327205.1__GCF_004328885.1	99.96	4.0	4.0	0.087312471846126	0.07158	2	Firmicutes_A	Clostridium chauvoei vs Clostridium chauvoei	high_ani
GCA_902550265.1__GCA_902620315.1	99.94	4.0	4.0	0.5015953092242674	0.45706	57	Proteobacteria	Pelagibacter_A sp902538445 vs Pelagibacter_A sp902538445	high_ani
GCF_000741885.1__GCF_002759215.2	99.93	4.0	6.0	0.5100360567312254	0.50647	203	Proteobacteria	Xanthomonas cissicola vs Xanthomonas cissicola	high_ani
GCF_018613105.1__GCF_018613245.1	99.92	4.0	3.0	0.6125173445042303	0.6232	131	Firmicutes	Neobacillus sp018613065 vs Neobacillus sp018613065	high_ani
GCA_001487915.2__GCF_000825205.2	99.91	4.0	7.0	0.0104810578373434	0.00725	323	Proteobacteria	Xanthomonas cissicola vs Xanthomonas cissicola	high_ani
GCA_003343635.1__GCF_902386815.1	99.9	4.0	4.0	0.4671428825004627	0.46844	189	Firmicutes_A	Harryflintia acetispora vs Harryflintia acetispora	high_ani
GCF_900445015.1__GCF_900445035.1	99.9	4.0	4.0	0.0778866190097465	0.07553	3	Proteobacteria	Actinobacillus ureae vs Actinobacillus ureae	high_ani
GCF_002095655.1__GCF_005864155.1	99.84	4.0	7.0	0.5038628317241167	0.48028	134	Firmicutes	Lentilactobacillus parabuchneri vs Lentilactobacillus parabuchneri	high_ani
GCF_002196895.1__GCF_002196905.1	99.82	4.0	18.0	0.5583668564298832	0.56099	129	Proteobacteria	Haematobacter missouriensis vs Haematobacter missouriensis	high_ani
GCA_013152425.1__GCF_014141945.1	99.82	4.0	3.0	0.5245534591286024	0.52703	337	Proteobacteria	Ralstonia sp001078575 vs Ralstonia sp001078575	high_ani
GCA_019263625.1__GCA_019263685.1	99.81	4.0	2.0	0.471336292312675	0.47178	735	Actinobacteriota	Pseudonocardia sp019263585 vs Pseudonocardia sp019263585	high_ani
GCA_902538015.1__GCA_902615335.1	99.73	4.0	0.0	0.5155209534061789	0.4728	50	Proteobacteria	GCA-2691145 sp002691145 vs GCA-2691145 sp002691145	high_ani
GCF_003576035.1__GCF_016404565.1	99.72	4.0	6.0	0.3546373815657409	0.36041	143	Proteobacteria	Serratia_F odorifera vs Serratia_F odorifera	high_ani
GCA_001769435.1__GCA_001769695.1	99.71	4.0	0.0	0.3729785144325033	0.38352	599	Bacteroidota	GWF2-33-38 sp001769505 vs GWF2-33-38 sp001769505	high_ani
GCF_000261765.1__GCF_014163435.1	99.67	4.0	9.0	0.5142970746378709	0.51734	563	Proteobacteria	Bradyrhizobium diazoefficiens vs Bradyrhizobium diazoefficiens	high_ani
